Stamp,File Path,Using circle,Using arrow,Number of people,Number of people in group,Group radius,Distance to group,Robot within group?,Robot facing group?,Robot work radius,Distance to closest human,Distance to 2nd closest human,Distance to 3rd closest human,Direction to closest human,Direction to 2nd closest human,Direction to 3rd closest human,Direction from closest human to robot,Robot facing closest human?,Closest human facing robot?,Number of children,Distance to closest child,Number of animals,Distance to closest animal,Number of people sitting/laying in sofa?,Music playing?,Number of agents in scene,
6356,data/screenshots/6356_0_1_0_5_0.5603505_1.370746_0_0_0_0.8104541_1.304588_1.317028_180.4422_155.9839_203.9591_181.0816_0_0_0_50_0_0_6.png,0,1,0,5,0.5603505,1.370746,0,0,0,0.8104541,1.304588,1.317028,180.4422,155.9839,203.9591,181.0816,0,0,0,50,0,50,0,0,6,
6357,data/screenshots/6357_1_0_7_0_50_50_0_0_1.685887_0.4962134_1.6604_3.77423_334.9794_348.6458_72.52747_14.60275_1_1_0_50_0_2_8.png,1,0,7,0,50,50,0,0,1.685887,0.4962134,1.6604,3.77423,334.9794,348.6458,72.52747,14.60275,1,1,0,50,0,50,2,0,8,
6358,data/screenshots/6358_0_1_0_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
6359,data/screenshots/6359_0_1_1_0_50_50_0_0_0_4.812696_50_50_262.2681_1000_1000_221.5373_0_0_0_50_0_0_2.png,0,1,1,0,50,50,0,0,0,4.812696,50,50,262.2681,1000,1000,221.5373,0,0,0,50,0,50,0,1,2,
6360,data/screenshots/6360_1_0_6_0_50_50_0_0_1.191238_1.761806_3.350576_3.395265_50.57071_127.661_115.5402_339.108_0_1_0_50_0_2_7.png,1,0,6,0,50,50,0,0,1.191238,1.761806,3.350576,3.395265,50.57071,127.661,115.5402,339.108,0,1,0,50,0,50,2,0,7,
6361,data/screenshots/6361_0_1_7_0_50_50_0_0_0_0.7478547_1.804644_3.030692_351.5266_165.5414_145.8984_214.7248_1_0_0_50_0_1_8.png,0,1,7,0,50,50,0,0,0,0.7478547,1.804644,3.030692,351.5266,165.5414,145.8984,214.7248,1,0,0,50,0,50,1,0,8,
6362,data/screenshots/6362_1_0_5_4_0.5514869_0_1_1_2.808009_0.5514869_0.551487_0.551487_118_208_298_0_1_1_0_50_0_0_6.png,1,0,5,4,0.5514869,0,1,1,2.808009,0.5514869,0.551487,0.551487,118,208,298,0,1,1,0,50,0,50,0,0,6,
6363,data/screenshots/6363_0_1_7_3_0.9494184_0_1_1_0_0.9494182_0.9494182_0.9494183_311_71_191_0_1_1_2_2.042815_1_0_9.png,0,1,7,3,0.9494184,0,1,1,0,0.9494182,0.9494182,0.9494183,311,71,191,0,1,1,2,2.042815,1,2.812587,0,0,9,
6364,data/screenshots/6364_0_1_0_3_0.5454154_2.322711_0_0_0_1.927601_2.303987_2.83785_169.8056_193.5321_176.0002_131.0858_0_0_0_50_0_0_4.png,0,1,0,3,0.5454154,2.322711,0,0,0,1.927601,2.303987,2.83785,169.8056,193.5321,176.0002,131.0858,0,0,0,50,0,50,0,0,4,
6365,data/screenshots/6365_1_0_3_3_0.7662243_0_1_1_1.836628_0.7662242_0.7662243_0.7662244_278_158_38_0_1_1_0_50_0_2_6.png,1,0,3,3,0.7662243,0,1,1,1.836628,0.7662242,0.7662243,0.7662244,278,158,38,0,1,1,0,50,0,50,2,0,6,
6366,data/screenshots/6366_1_0_3_0_50_50_1_0_1.464503_0.9865406_1.076097_1.648567_304.6069_276.6982_346.8232_332.6069_1_1_0_50_0_0_4.png,1,0,3,0,50,50,1,0,1.464503,0.9865406,1.076097,1.648567,304.6069,276.6982,346.8232,332.6069,1,1,0,50,0,50,0,0,4,
6367,data/screenshots/6367_0_1_1_0_50_50_1_0_0_2.922014_50_50_155.4722_1000_1000_135.2953_1_1_0_50_0_0_2.png,0,1,1,0,50,50,1,0,0,2.922014,50,50,155.4722,1000,1000,135.2953,1,1,0,50,0,50,0,0,2,
6368,data/screenshots/6368_0_1_2_0_50_50_1_0_0_2.22095_2.811256_50_338.6712_87.16577_1000_34.96658_1_1_1_2.811256_0_0_3.png,0,1,2,0,50,50,1,0,0,2.22095,2.811256,50,338.6712,87.16577,1000,34.96658,1,1,1,2.811256,0,50,0,0,3,
6369,data/screenshots/6369_1_0_5_0_50_50_1_0_1.896518_0.5110124_0.8192949_1.131885_236.3962_109.1624_305.7272_54.85733_1_1_0_50_0_0_6.png,1,0,5,0,50,50,1,0,1.896518,0.5110124,0.8192949,1.131885,236.3962,109.1624,305.7272,54.85733,1,1,0,50,0,50,0,0,6,
6370,data/screenshots/6370_0_1_2_0_50_50_1_0_0_3.496771_5.052716_50_84.95642_13.88444_1000_206.1448_1_1_0_50_0_0_3.png,0,1,2,0,50,50,1,0,0,3.496771,5.052716,50,84.95642,13.88444,1000,206.1448,1,1,0,50,0,50,0,0,3,
6371,data/screenshots/6371_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_1_0_2.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,1,5.71933,0,0,2,
6372,data/screenshots/6372_1_0_1_0_50_50_1_0_2.934454_50_50_50_1000_1000_1000_1000_1_1_0_50_0_1_2.png,1,0,1,0,50,50,1,0,2.934454,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,1,0,2,
6373,data/screenshots/6373_1_0_5_0_50_50_1_0_2.771761_1.232488_2.750006_3.950041_177.5063_310.4936_27.84666_27.65112_1_1_0_50_0_0_6.png,1,0,5,0,50,50,1,0,2.771761,1.232488,2.750006,3.950041,177.5063,310.4936,27.84666,27.65112,1,1,0,50,0,50,0,0,6,
6374,data/screenshots/6374_1_0_2_0_50_50_1_0_2.890034_0.9178867_2.503305_50_192.7199_93.14384_1000_59.71135_1_1_0_50_0_0_3.png,1,0,2,0,50,50,1,0,2.890034,0.9178867,2.503305,50,192.7199,93.14384,1000,59.71135,1,1,0,50,0,50,0,0,3,
6375,data/screenshots/6375_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
6376,data/screenshots/6376_0_1_4_0_50_50_1_0_0_0.65587_1.609972_1.664009_132.0035_66.32755_47.15903_10.13879_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,0.65587,1.609972,1.664009,132.0035,66.32755,47.15903,10.13879,1,1,0,50,0,50,0,0,5,
6377,data/screenshots/6377_0_1_5_0_50_50_1_0_0_2.45803_2.487296_4.335117_203.1775_225.6387_244.3722_223.4718_1_1_0_50_0_1_6.png,0,1,5,0,50,50,1,0,0,2.45803,2.487296,4.335117,203.1775,225.6387,244.3722,223.4718,1,1,0,50,0,50,1,0,6,
6378,data/screenshots/6378_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
6379,data/screenshots/6379_1_0_5_0_50_50_1_0_1.724187_1.946801_2.389994_5.295185_115.2155_105.8415_145.9231_210.6873_1_1_0_50_1_2_7.png,1,0,5,0,50,50,1,0,1.724187,1.946801,2.389994,5.295185,115.2155,105.8415,145.9231,210.6873,1,1,0,50,1,0.4717181,2,0,7,
6380,data/screenshots/6380_1_0_3_0_50_50_1_0_1.407591_2.674556_3.894309_4.002269_282.7251_343.6635_334.2077_156.12_1_1_1_2.674556_0_0_4.png,1,0,3,0,50,50,1,0,1.407591,2.674556,3.894309,4.002269,282.7251,343.6635,334.2077,156.12,1,1,1,2.674556,0,50,0,0,4,
6381,data/screenshots/6381_0_1_1_0_50_50_1_0_0_4.13514_50_50_253.9918_1000_1000_28.11182_1_1_0_50_1_0_3.png,0,1,1,0,50,50,1,0,0,4.13514,50,50,253.9918,1000,1000,28.11182,1,1,0,50,1,2.243019,0,0,3,
6382,data/screenshots/6382_0_1_6_3_0.7670891_3.319806_0_0_0_0.8912943_1.391441_1.796704_38.68798_13.02476_90.40639_173.258_1_0_0_50_0_0_7.png,0,1,6,3,0.7670891,3.319806,0,0,0,0.8912943,1.391441,1.796704,38.68798,13.02476,90.40639,173.258,1,0,0,50,0,50,0,1,7,
6383,data/screenshots/6383_1_0_4_0_50_50_0_0_0.5447792_1.077953_3.295392_5.178198_256.0745_272.2_180.4557_118.3324_0_0_0_50_0_1_5.png,1,0,4,0,50,50,0,0,0.5447792,1.077953,3.295392,5.178198,256.0745,272.2,180.4557,118.3324,0,0,0,50,0,50,1,0,5,
6384,data/screenshots/6384_0_1_6_3_0.6054652_4.667724_0_0_0_1.686114_3.465165_4.353292_258.9708_215.7682_186.5802_106.4512_0_0_2_1.686114_0_0_7.png,0,1,6,3,0.6054652,4.667724,0,0,0,1.686114,3.465165,4.353292,258.9708,215.7682,186.5802,106.4512,0,0,2,1.686114,0,50,0,0,7,
6385,data/screenshots/6385_1_0_8_0_50_50_0_0_0.9370451_0.5511087_0.7600198_0.868268_345.9705_217.0776_109.8425_328.219_1_1_0_50_0_2_9.png,1,0,8,0,50,50,0,0,0.9370451,0.5511087,0.7600198,0.868268,345.9705,217.0776,109.8425,328.219,1,1,0,50,0,50,2,0,9,
6386,data/screenshots/6386_0_1_5_0_50_50_0_0_0_1.491489_2.859432_4.044734_206.2494_65.08908_160.9601_241.3404_0_0_1_4.507582_0_0_6.png,0,1,5,0,50,50,0,0,0,1.491489,2.859432,4.044734,206.2494,65.08908,160.9601,241.3404,0,0,1,4.507582,0,50,0,0,6,
6387,data/screenshots/6387_0_1_1_0_50_50_0_0_0_5.319539_50_50_329.9825_1000_1000_220.1626_1_0_0_50_0_0_2.png,0,1,1,0,50,50,0,0,0,5.319539,50,50,329.9825,1000,1000,220.1626,1,0,0,50,0,50,0,0,2,
6388,data/screenshots/6388_1_0_5_0_50_50_0_0_2.310043_4.129287_5.759036_5.869337_161.7944_206.4487_197.7707_130.957_0_0_0_50_0_0_6.png,1,0,5,0,50,50,0,0,2.310043,4.129287,5.759036,5.869337,161.7944,206.4487,197.7707,130.957,0,0,0,50,0,50,0,0,6,
6389,data/screenshots/6389_1_0_3_0_50_50_0_0_2.757183_0.9902033_3.134879_4.815371_263.108_358.6404_12.84709_41.06497_0_1_0_50_0_0_4.png,1,0,3,0,50,50,0,0,2.757183,0.9902033,3.134879,4.815371,263.108,358.6404,12.84709,41.06497,0,1,0,50,0,50,0,0,4,
6390,data/screenshots/6390_0_1_5_3_0.6224904_0_1_1_0_0.6224904_0.6224905_0.6224905_350_110_230_0_1_1_0_50_0_0_6.png,0,1,5,3,0.6224904,0,1,1,0,0.6224904,0.6224905,0.6224905,350,110,230,0,1,1,0,50,0,50,0,0,6,
6391,data/screenshots/6391_1_0_3_0_50_50_1_0_2.996857_3.094548_3.903458_4.267124_279.0275_27.55811_302.2433_141.0275_1_1_0_50_0_0_4.png,1,0,3,0,50,50,1,0,2.996857,3.094548,3.903458,4.267124,279.0275,27.55811,302.2433,141.0275,1,1,0,50,0,50,0,0,4,
6392,data/screenshots/6392_0_1_3_0_50_50_1_0_0_0.7979412_5.513247_6.081487_61.4041_115.3603_123.8732_343.4316_1_1_1_0.7979412_1_0_5.png,0,1,3,0,50,50,1,0,0,0.7979412,5.513247,6.081487,61.4041,115.3603,123.8732,343.4316,1,1,1,0.7979412,1,2.944671,0,0,5,
6393,data/screenshots/6393_1_0_5_3_0.6355374_0_1_1_1.41754_0.6355373_0.6355374_0.6355374_304_64_184_0_1_1_0_50_0_0_6.png,1,0,5,3,0.6355374,0,1,1,1.41754,0.6355373,0.6355374,0.6355374,304,64,184,0,1,1,0,50,0,50,0,0,6,
6394,data/screenshots/6394_1_0_6_3_0.7972344_2.652379_0_1_2.313178_1.955568_2.340745_2.841037_9.75647_90.50284_343.7785_214.3184_1_0_0_50_0_0_7.png,1,0,6,3,0.7972344,2.652379,0,1,2.313178,1.955568,2.340745,2.841037,9.75647,90.50284,343.7785,214.3184,1,0,0,50,0,50,0,0,7,
6395,data/screenshots/6395_0_1_3_0_50_50_0_0_0_2.786651_2.802982_3.047204_24.60537_358.3516_336.1758_284.6702_1_0_0_50_0_0_4.png,0,1,3,0,50,50,0,0,0,2.786651,2.802982,3.047204,24.60537,358.3516,336.1758,284.6702,1,0,0,50,0,50,0,0,4,
6396,data/screenshots/6396_0_1_6_4_0.5069157_0_1_1_0_0.5069156_0.5069156_0.5069157_338_68_248_0_1_1_0_50_1_1_8.png,0,1,6,4,0.5069157,0,1,1,0,0.5069156,0.5069156,0.5069157,338,68,248,0,1,1,0,50,1,1.093941,1,0,8,
6397,data/screenshots/6397_0_1_5_4_0.7223194_0_1_1_0_0.7223194_0.7223194_0.7223196_118_298_208_0_1_1_0_50_0_0_6.png,0,1,5,4,0.7223194,0,1,1,0,0.7223194,0.7223194,0.7223196,118,298,208,0,1,1,0,50,0,50,0,0,6,
6398,data/screenshots/6398_0_1_2_4_0.6049104_1.205473_0_1_0_0.8771923_0.8980721_1.682745_331.3944_28.99711_345.0061_107.4242_1_0_0_50_0_0_5.png,0,1,2,4,0.6049104,1.205473,0,1,0,0.8771923,0.8980721,1.682745,331.3944,28.99711,345.0061,107.4242,1,0,0,50,0,50,0,1,5,
6399,data/screenshots/6399_1_0_3_0_50_50_0_0_1.062167_0.6289622_2.763303_4.134741_201.0744_209.1507_226.6423_253.4986_0_0_0_50_1_0_5.png,1,0,3,0,50,50,0,0,1.062167,0.6289622,2.763303,4.134741,201.0744,209.1507,226.6423,253.4986,0,0,0,50,1,1.120219,0,0,5,
6400,data/screenshots/6400_0_1_2_0_50_50_0_0_0_2.98269_3.497185_50_217.268_195.0117_1000_41.84286_0_1_0_50_0_0_3.png,0,1,2,0,50,50,0,0,0,2.98269,3.497185,50,217.268,195.0117,1000,41.84286,0,1,0,50,0,50,0,0,3,
6401,data/screenshots/6401_0_1_8_4_0.5272233_0_1_1_0_0.5272231_0.5272233_0.5272233_346_76_166_0_1_1_2_1.244031_1_0_10.png,0,1,8,4,0.5272233,0,1,1,0,0.5272231,0.5272233,0.5272233,346,76,166,0,1,1,2,1.244031,1,4.027043,0,0,10,
6402,data/screenshots/6402_0_1_3_0_50_50_1_0_0_0.9150428_0.931132_4.114096_8.495605_234.6995_252.8529_336.4956_1_1_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,0.9150428,0.931132,4.114096,8.495605,234.6995,252.8529,336.4956,1,1,0,50,0,50,0,0,4,
6403,data/screenshots/6403_0_1_3_0_50_50_1_0_0_4.873878_5.231497_50_216.4772_230.5324_1000_149.9728_1_1_2_4.873878_0_1_4.png,0,1,3,0,50,50,1,0,0,4.873878,5.231497,50,216.4772,230.5324,1000,149.9728,1,1,2,4.873878,0,50,1,0,4,
6404,data/screenshots/6404_1_0_5_0_50_50_1_0_1.443648_0.7635685_0.8132184_1.117034_326.4135_261.3101_205.1181_18.44144_1_1_0_50_1_2_7.png,1,0,5,0,50,50,1,0,1.443648,0.7635685,0.8132184,1.117034,326.4135,261.3101,205.1181,18.44144,1,1,0,50,1,0.6120801,2,0,7,
6405,data/screenshots/6405_1_0_7_0_50_50_1_0_2.218535_0.711438_0.9439403_2.302911_237.4143_264.9327_93.37341_269.7523_1_1_0_50_1_1_9.png,1,0,7,0,50,50,1,0,2.218535,0.711438,0.9439403,2.302911,237.4143,264.9327,93.37341,269.7523,1,1,0,50,1,5.216418,1,0,9,
6406,data/screenshots/6406_1_0_3_0_50_50_1_0_1.166642_1.217542_1.73975_3.152174_344.3558_29.61432_313.5154_110.1081_1_1_0_50_0_0_4.png,1,0,3,0,50,50,1,0,1.166642,1.217542,1.73975,3.152174,344.3558,29.61432,313.5154,110.1081,1,1,0,50,0,50,0,0,4,
6407,data/screenshots/6407_1_0_6_0_50_50_1_0_1.016024_1.943924_2.287678_2.733992_320.2232_300.6298_34.72531_340.4909_1_1_0_50_0_0_7.png,1,0,6,0,50,50,1,0,1.016024,1.943924,2.287678,2.733992,320.2232,300.6298,34.72531,340.4909,1,1,0,50,0,50,0,0,7,
6408,data/screenshots/6408_1_0_6_4_0.7690623_0_1_1_1.314065_0.769062_0.7690623_0.7690623_133_223_313_0_1_1_0_50_0_0_7.png,1,0,6,4,0.7690623,0,1,1,1.314065,0.769062,0.7690623,0.7690623,133,223,313,0,1,1,0,50,0,50,0,1,7,
6409,data/screenshots/6409_1_0_5_0_50_50_1_0_1.375548_0.4237642_0.5576147_0.651942_26.65921_92.2074_308.66_158.6592_1_1_0_50_0_0_6.png,1,0,5,0,50,50,1,0,1.375548,0.4237642,0.5576147,0.651942,26.65921,92.2074,308.66,158.6592,1,1,0,50,0,50,0,0,6,
6410,data/screenshots/6410_0_1_7_0_50_50_1_0_0_0.5219513_0.97276_2.500533_52.74393_62.52521_304.9256_78.40314_1_1_0_50_1_1_9.png,0,1,7,0,50,50,1,0,0,0.5219513,0.97276,2.500533,52.74393,62.52521,304.9256,78.40314,1,1,0,50,1,6.005054,1,0,9,
6411,data/screenshots/6411_1_0_2_0_50_50_1_0_0.8966594_2.848196_4.609893_50_282.4214_235.3828_1000_204.0063_1_1_0_50_0_0_3.png,1,0,2,0,50,50,1,0,0.8966594,2.848196,4.609893,50,282.4214,235.3828,1000,204.0063,1,1,0,50,0,50,0,0,3,
6412,data/screenshots/6412_1_0_1_0_50_50_1_0_1.520183_0.7019264_50_50_77.59883_1000_1000_91.56644_1_1_0_50_0_0_2.png,1,0,1,0,50,50,1,0,1.520183,0.7019264,50,50,77.59883,1000,1000,91.56644,1,1,0,50,0,50,0,0,2,
6413,data/screenshots/6413_0_1_4_0_50_50_1_0_0_2.75863_4.268737_4.822225_200.0408_141.7773_129.2464_265.6072_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,2.75863,4.268737,4.822225,200.0408,141.7773,129.2464,265.6072,1,1,0,50,0,50,0,0,5,
6414,data/screenshots/6414_0_1_1_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_1_2.png,0,1,1,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,1,0,2,
6415,data/screenshots/6415_0_1_5_3_0.6201436_0_1_1_0_0.6201437_0.6201438_0.6201438_332_92.00001_212_0_1_1_0_50_0_0_6.png,0,1,5,3,0.6201436,0,1,1,0,0.6201437,0.6201438,0.6201438,332,92.00001,212,0,1,1,0,50,0,50,0,0,6,
6416,data/screenshots/6416_1_0_3_3_0.9235998_0_1_1_0.9880282_0.9235998_0.9235998_0.9235999_92.00003_332_212_0_1_1_0_50_1_1_6.png,1,0,3,3,0.9235998,0,1,1,0.9880282,0.9235998,0.9235998,0.9235999,92.00003,332,212,0,1,1,0,50,1,4.908582,1,0,6,
6417,data/screenshots/6417_1_0_6_0_50_50_1_0_1.039377_0.498569_2.130288_2.190333_27.01874_354.9524_36.5062_54.01875_1_1_0_50_0_2_7.png,1,0,6,0,50,50,1,0,1.039377,0.498569,2.130288,2.190333,27.01874,354.9524,36.5062,54.01875,1,1,0,50,0,50,2,0,7,
6418,data/screenshots/6418_1_0_5_0_50_50_1_0_2.823718_4.951998_5.168381_5.5887_265.034_258.1637_253.5477_95.98639_1_1_0_50_0_2_6.png,1,0,5,0,50,50,1,0,2.823718,4.951998,5.168381,5.5887,265.034,258.1637,253.5477,95.98639,1,1,0,50,0,50,2,0,6,
6419,data/screenshots/6419_1_0_4_0_50_50_1_0_1.532513_0.7705536_1.664827_2.026424_38.6198_174.4154_146.3727_290.1199_1_1_1_2.026424_0_0_5.png,1,0,4,0,50,50,1,0,1.532513,0.7705536,1.664827,2.026424,38.6198,174.4154,146.3727,290.1199,1,1,1,2.026424,0,50,0,1,5,
6420,data/screenshots/6420_1_0_7_5_0.9575142_4.025289_0_1_1.773061_2.026085_3.069182_3.793878_0.743103_0.8457642_346.3452_310.455_1_0_1_4.771105_0_0_8.png,1,0,7,5,0.9575142,4.025289,0,1,1.773061,2.026085,3.069182,3.793878,0.743103,0.8457642,346.3452,310.455,1,0,1,4.771105,0,50,0,0,8,
6421,data/screenshots/6421_1_0_4_0_50_50_0_0_1.297259_4.517539_5.032491_5.04869_180.792_153.5017_169.3696_357.247_0_1_0_50_0_0_5.png,1,0,4,0,50,50,0,0,1.297259,4.517539,5.032491,5.04869,180.792,153.5017,169.3696,357.247,0,1,0,50,0,50,0,0,5,
6422,data/screenshots/6422_1_0_9_4_0.5784215_3.637789_0_0_2.467983_3.177695_3.344777_3.993573_185.91_171.8013_186.8596_220.3591_0_0_2_4.57481_0_2_10.png,1,0,9,4,0.5784215,3.637789,0,0,2.467983,3.177695,3.344777,3.993573,185.91,171.8013,186.8596,220.3591,0,0,2,4.57481,0,50,2,0,10,
6423,data/screenshots/6423_1_0_5_3_0.9026413_0_1_1_1.259355_0.9026412_0.9026413_0.9026415_15.00001_255_135_0_1_1_0_50_1_0_7.png,1,0,5,3,0.9026413,0,1,1,1.259355,0.9026412,0.9026413,0.9026415,15.00001,255,135,0,1,1,0,50,1,0.7582421,0,0,7,
6424,data/screenshots/6424_1_0_2_3_0.6857079_0_1_1_2.201923_0.6857079_0.6857079_0.6857079_325_205_85_0_1_1_0_50_1_0_5.png,1,0,2,3,0.6857079,0,1,1,2.201923,0.6857079,0.6857079,0.6857079,325,205,85,0,1,1,0,50,1,1.240989,0,0,5,
6425,data/screenshots/6425_0_1_5_0_50_50_1_0_0_2.005388_2.200268_2.342104_214.7871_203.9258_75.81_177.7871_1_1_2_2.342104_0_0_6.png,0,1,5,0,50,50,1,0,0,2.005388,2.200268,2.342104,214.7871,203.9258,75.81,177.7871,1,1,2,2.342104,0,50,0,0,6,
6426,data/screenshots/6426_0_1_2_0_50_50_1_0_0_5.483196_5.998084_50_157.429_186.496_1000_43.23895_1_1_2_5.483196_0_0_3.png,0,1,2,0,50,50,1,0,0,5.483196,5.998084,50,157.429,186.496,1000,43.23895,1,1,2,5.483196,0,50,0,0,3,
6427,data/screenshots/6427_0_1_4_0_50_50_1_0_0_0.5604143_1.235695_50_23.23378_347.3898_1000_80.53983_1_1_0_50_1_2_6.png,0,1,4,0,50,50,1,0,0,0.5604143,1.235695,50,23.23378,347.3898,1000,80.53983,1,1,0,50,1,6.344211,2,0,6,
6428,data/screenshots/6428_1_0_2_0_50_50_1_0_2.000045_5.16479_5.334999_50_345.1765_334.3157_1000_174.8723_1_1_0_50_0_0_3.png,1,0,2,0,50,50,1,0,2.000045,5.16479,5.334999,50,345.1765,334.3157,1000,174.8723,1,1,0,50,0,50,0,0,3,
6429,data/screenshots/6429_1_0_5_4_0.6634297_0_1_1_2.221365_0.6634297_0.6634297_0.6634297_88_178_268_0_1_1_0_50_0_0_6.png,1,0,5,4,0.6634297,0,1,1,2.221365,0.6634297,0.6634297,0.6634297,88,178,268,0,1,1,0,50,0,50,0,0,6,
6430,data/screenshots/6430_0_1_2_4_0.7674006_0_1_1_0_0.7674007_0.7674007_0.7674007_263_353_83_0_1_1_0_50_0_0_5.png,0,1,2,4,0.7674006,0,1,1,0,0.7674007,0.7674007,0.7674007,263,353,83,0,1,1,0,50,0,50,0,0,5,
6431,data/screenshots/6431_1_0_3_0_50_50_1_0_2.50367_1.842685_2.987145_3.543645_313.4825_19.86694_98.54605_32.48248_1_1_0_50_0_0_4.png,1,0,3,0,50,50,1,0,2.50367,1.842685,2.987145,3.543645,313.4825,19.86694,98.54605,32.48248,1,1,0,50,0,50,0,0,4,
6432,data/screenshots/6432_1_0_3_0_50_50_1_0_1.226795_1.322297_3.818114_5.514104_280.0143_340.5514_355.0336_116.5604_1_1_2_1.322297_0_0_4.png,1,0,3,0,50,50,1,0,1.226795,1.322297,3.818114,5.514104,280.0143,340.5514,355.0336,116.5604,1,1,2,1.322297,0,50,0,0,4,
6433,data/screenshots/6433_1_0_7_4_0.7955822_0_1_1_2.264416_0.7955823_0.7955823_0.7955823_155_245_335_0_1_1_0_50_0_1_8.png,1,0,7,4,0.7955822,0,1,1,2.264416,0.7955823,0.7955823,0.7955823,155,245,335,0,1,1,0,50,0,50,1,1,8,
6434,data/screenshots/6434_0_1_8_4_0.8489233_0_1_1_0_0.8489232_0.8489232_0.8489232_77_167_257_0_1_1_2_3.353333_0_0_9.png,0,1,8,4,0.8489233,0,1,1,0,0.8489232,0.8489232,0.8489232,77,167,257,0,1,1,2,3.353333,0,50,0,0,9,
6435,data/screenshots/6435_1_0_6_0_50_50_1_0_1.703264_2.036622_2.127619_3.406711_265.2519_127.7396_276.0897_50.25186_1_1_0_50_0_2_7.png,1,0,6,0,50,50,1,0,1.703264,2.036622,2.127619,3.406711,265.2519,127.7396,276.0897,50.25186,1,1,0,50,0,50,2,0,7,
6436,data/screenshots/6436_0_1_5_4_0.7815818_0_1_1_0_0.7815818_0.7815819_0.7815819_164_254_344_0_1_1_0_50_0_0_6.png,0,1,5,4,0.7815818,0,1,1,0,0.7815818,0.7815819,0.7815819,164,254,344,0,1,1,0,50,0,50,0,0,6,
6437,data/screenshots/6437_0_1_7_0_50_50_1_0_0_0.6912709_0.6963677_3.621578_335.8457_202.2385_174.0038_303.8457_1_1_1_5.370047_0_0_8.png,0,1,7,0,50,50,1,0,0,0.6912709,0.6963677,3.621578,335.8457,202.2385,174.0038,303.8457,1,1,1,5.370047,0,50,0,0,8,
6438,data/screenshots/6438_0_1_1_0_50_50_1_0_0_1.177996_50_50_175.2836_1000_1000_320.5221_1_1_0_50_0_0_2.png,0,1,1,0,50,50,1,0,0,1.177996,50,50,175.2836,1000,1000,320.5221,1,1,0,50,0,50,0,1,2,
6439,data/screenshots/6439_0_1_2_0_50_50_1_0_0_4.468407_4.987101_50_111.5771_132.8335_1000_110.0991_1_1_0_50_0_0_3.png,0,1,2,0,50,50,1,0,0,4.468407,4.987101,50,111.5771,132.8335,1000,110.0991,1,1,0,50,0,50,0,1,3,
6440,data/screenshots/6440_0_1_2_0_50_50_1_0_0_3.27815_3.340947_50_92.74634_5.498993_1000_296.1019_1_1_0_50_0_0_3.png,0,1,2,0,50,50,1,0,0,3.27815,3.340947,50,92.74634,5.498993,1000,296.1019,1,1,0,50,0,50,0,0,3,
6441,data/screenshots/6441_1_0_5_4_0.9918411_0_1_1_1.792377_0.9918411_0.9918411_0.9918411_89_179_269_0_1_1_0_50_0_0_6.png,1,0,5,4,0.9918411,0,1,1,1.792377,0.9918411,0.9918411,0.9918411,89,179,269,0,1,1,0,50,0,50,0,0,6,
6442,data/screenshots/6442_0_1_4_3_0.7104578_3.9454_0_1_0_1.179754_3.23959_4.284457_136.0403_358.6998_8.708923_228.1011_0_0_0_50_1_0_6.png,0,1,4,3,0.7104578,3.9454,0,1,0,1.179754,3.23959,4.284457,136.0403,358.6998,8.708923,228.1011,0,0,0,50,1,4.211659,0,0,6,
6443,data/screenshots/6443_1_0_6_0_50_50_0_0_0.9274282_0.9749442_1.305278_3.120674_104.7975_120.466_131.1445_153.8987_0_0_0_50_0_1_7.png,1,0,6,0,50,50,0,0,0.9274282,0.9749442,1.305278,3.120674,104.7975,120.466,131.1445,153.8987,0,0,0,50,0,50,1,1,7,
6444,data/screenshots/6444_0_1_4_0_50_50_0_0_0_0.6444341_1.001166_2.312587_284.0339_262.0785_43.72153_51.93262_0_0_2_0.6444341_0_0_5.png,0,1,4,0,50,50,0,0,0,0.6444341,1.001166,2.312587,284.0339,262.0785,43.72153,51.93262,0,0,2,0.6444341,0,50,0,0,5,
